Year,Id,Name,Incumbent/Challenger/OpenSeat,Party Code,Party Designation,Total Receipts,Authorized Transfers From,Total Disbursements,Transfers to Authorized,Beginning Cash,Ending Cash,Contrib from Candidate,Loans from Candidate,Other Loans,Candidate Loan Repayments,Other Loan Repayments,Debts Owed By,Total Individual Contributions,State,District,Spec Elec Status,Primary Elec Status,Runoff Elec Status,General Elec Status,General Election Percentage,Contributions from Other Committees,Contributions from Party Committees,Ending Date,Refunds to Individuals,Refunds to Committees
2006,S4MD00160,"GORDON, EARL STEWART",O,2,REP,0,0,0,0,0,0,0,0,0,0,0,0,0,MD,0,,,,,0,0,0,9302006,0,0
2006,S6MD03193,"HAMPTON, THOMAS J",O,2,REP,5250,0,5542,0,0,205,5650,0,0,0,0,0,100,MD,0,,,,,0,0,0,12312006,0,0
2006,S6MD03227,"LICHTMAN, ALLAN J",O,1,DEM,495298,73964,501695,0,0,281,28379,500000,0,60024,0,189976,434066,MD,0,,,,,0,0,0,12312006,22500,0
2006,S6MD03318,"MCCASKILL, THOMAS",,1,DEM,0,0,0,0,0,0,0,0,0,0,0,0,0,MD,0,,,,,0,0,0,11262006,0,0
2006,S6MD03185,"MFUME, KWEISI",O,1,DEM,1364366,103458,1345989,0,0,18396,600,0,0,0,0,0,1191508,MD,0,,,,,0,67671,0,12312006,29975,2100
2006,S6MD03235,"RALES, JOSHUA B",O,1,DEM,5941584,0,5937883,0,0,3700,3656825,1593572,0,0,0,0,687797,MD,0,,,,,0,100,0,12152006,2500,0
2006,S6MD03250,"RASMUSSEN, DENNIS FRANCES",O,1,DEM,421484,0,328078,0,0,93406,1450,245000,0,161982,0,95000,165370,MD,0,,,,,0,5500,0,12312006,0,0
2006,S6MD03201,"STEELE, MICHAEL",O,2,REP,8432622,556313,8219686,2426,0,208745,0,0,0,0,0,349528,6577290,MD,0,,W,,L,44,1212942,37400,12312006,37846,12195
2006,S6MD03284,"TAYLOR, BLAINE BRUCE",O,1,DEM,1221,0,1221,0,0,5,407,814,0,0,0,0,814,MD,0,,,,,0,0,0,10152006,0,0
2006,S6MD03219,"VAN SUSTEREN, LISE C",O,1,DEM,488330,0,469819,0,0,18510,98312,0,0,0,0,0,381029,MD,0,,,,,0,6000,0,12312006,22835,0
2006,S0MD00200,"VAUGHN, CORROGAN R",O,2,REP,1100,0,1099,0,0,0,0,0,0,0,0,0,1100,MD,0,,,,,0,0,0,10152005,0,0
2006,S6MD03243,"ZEESE, KEVIN",O,3,GRE,68909,0,68908,0,0,0,1200,0,0,0,0,0,64723,MD,0,,W,,,0,0,2986,1202007,250,0
2006,S6ME00225,"HAY BRIGHT, JEAN M",,1,DEM,127767,0,126824,0,0,944,2797,18109,0,500,0,17611,92728,ME,0,,W,,L,21,12382,1441,12312006,0,0
2006,S6ME00233,"MEHNERT, ERIC MARTIN",,1,DEM,61706,0,71768,0,0,126,10866,27000,0,0,0,23000,23838,ME,0,,,,,0,0,0,7132006,0,0
2006,S6ME00266,"SLAVICK, WILLIAM HENRY",,3,IND,1931,0,5580,0,0,22,23,0,0,2800,0,6000,1908,ME,0,,,,,0,0,0,11272006,0,0
2006,S4ME00055,"SNOWE, OLYMPIA J",I,2,REP,3434635,85472,2773431,0,417676,1077665,0,0,0,0,0,0,1939848,ME,0,,W,,W,78,1247685,20000,12312006,9100,4900
2006,S6ME00241,"TAMBOIA, S CHARLES",,2,REP,5006,0,5111,0,0,0,0,3005,2000,771,2000,0,0,ME,0,,,,,0,0,0,7312006,0,0
2006,S6MI00301,"BARON, BARTON LEONARD",,2,REP,1330,0,1330,0,0,0,1330,0,0,0,0,0,0,MI,0,,,,,0,0,0,3312005,0,0
2006,S6MI00335,"BOUCHARD, MICHAEL J",,2,REP,6065160,313314,6050148,52000,0,15008,2604,250000,0,250000,0,5433,4764323,MI,0,,W,,L,42,709826,11356,12312006,55670,3200
2006,S6MI00319,"BUTLER, KEITH ANDRE SR",,2,REP,3241761,0,3237199,0,0,4410,294254,250000,0,0,0,400000,2613753,MI,0,,,,,0,34695,0,12312006,129318,8400
2006,S6MI00376,"SOLE, DAVID",,3,GRE,5527,0,5508,0,0,19,0,0,0,0,0,0,5331,MI,0,,,,,0,0,196,12312006,0,0
2006,S8MI00281,"STABENOW, DEBBIE",I,1,DEM,9211206,618278,11220516,0,2047402,37687,0,0,0,0,0,11521,6705743,MI,0,,W,,W,57,1566316,39750,12312006,39121,7469
2006,S6MI00327,"ZANDSTRA, GERALD L",,2,REP,507317,0,516546,0,0,0,144030,76526,0,36754,0,38311,286510,MI,0,,,,,0,0,250,9302006,2350,0
2006,S6MN00309,"BELL, FORD W DR",O,1,DEM,936642,0,938595,0,0,5030,10050,0,0,0,0,0,914620,MN,0,,,,,0,8100,0,12312006,48134,0
2006,S6MN00408,"CAVLAN, MICHAEL JAMES",,3,GRE,9378,0,8544,0,0,248,1392,0,0,0,0,0,7870,MN,0,,,,L,0,0,201,11272006,0,0
2006,S6MN00325,"DORAN, KELLY J",O,1,DEM,895308,0,895307,0,0,0,22678,760000,0,133618,0,0,75705,MN,0,,,,,0,0,0,6302006,1400,0
2006,S6MN00283,"FITZGERALD, ROBERT MAXWELL",O,3,,13652,0,13350,0,0,0,281,0,0,0,0,0,13371,MN,0,,,,L,3,0,0,11272006,0,0
2006,S6MN00275,"KENNEDY, MARK RAYMOND",O,2,REP,9770342,836962,9721994,17017,0,48347,0,0,0,0,0,0,6595232,MN,0,,W,,L,38,2135457,43066,12312006,20627,400
2006,S6MN00267,"KLOBUCHAR, AMY J",O,1,DEM,9068105,628599,9092974,0,0,113247,0,0,0,0,0,0,7583404,MN,0,,W,,W,58,905058,37800,12312006,21725,142
2006,S2MN00084,"MILLER, JEFFREY M",O,3,,2892,0,5347,0,0,110,0,0,0,0,0,0,2892,MN,0,,,,,0,0,0,12312006,0,0
2006,S6MN00317,"PRAUGHT, ANGUS LOUIS",O,3,DFL,30,0,91,0,0,30,121,0,0,0,0,0,0,MN,0,,,,,0,0,0,12312006,0,0
2006,S6MN00333,"SHUDLICK, HAROLD A",O,2,REP,22229,0,21564,0,0,190,21089,0,0,0,0,0,1140,MN,0,,,,,0,0,0,11272006,0,0
2006,S6MO00354,"LEWIS, LYDIA L",,3,GRE,5937,0,5938,0,0,0,101,0,0,0,0,0,5140,MO,0,,,,L,0,0,617,12292006,0,0
2006,S6MO00305,"MCCASKILL, CLAIRE",,1,DEM,11906356,438000,11705967,0,0,200527,0,494239,0,494239,0,339610,9806337,MO,0,,W,,W,49,1045519,55131,12312006,52530,6600
2006,S2MO00353,"TALENT, JAMES MATTHES",I,2,REP,14098563,1387537,14340762,0,245398,3197,0,0,0,0,0,16624,8947400,MO,0,,W,,L,47,3472930,35000,12312006,82050,37150
2006,S6MS00067,"BOWLIN, JOHN WILLIAM ""BILL""",,1,DEM,18580,0,9430,0,0,9149,8650,24400,0,0,0,0,430,MS,0,,,,,0,0,0,6072006,0,0
2006,S6MS00059,"FLEMING, ERIK ROBERT",,1,DEM,43157,0,38495,0,0,4682,800,0,0,0,0,0,30757,MS,0,,W,,L,34,10200,1400,10202006,0,0
2006,S8MS00162,"LOTT, TRENT",I,2,REP,2810405,123577,2088465,0,773404,1495343,0,0,0,0,0,0,1270140,MS,0,,W,,W,63,1356049,0,12312006,30925,10300
2006,S6MS00075,"O'KEEFE, JAMES PATRICK",,1,DEM,18421,0,26664,0,0,55,2904,3000,221,0,0,3000,12196,MS,0,,,,,0,0,0,12312006,0,0
2006,S6MS00083,"STARR, CATHERINE M",,1,DEM,0,0,0,0,0,0,0,0,0,0,0,0,0,MS,0,,,,,0,0,0,6142006,0,0
2006,S8MT00119,"BURNS, CONRAD",I,2,REP,8057326,420063,8516022,0,740101,281405,0,0,0,0,0,0,4875983,MT,0,,W,,L,48,2586600,42550,12312006,97490,33513
2006,S6MT00204,"KEENAN, BOB",,2,REP,88986,0,88985,0,0,1,0,15000,0,15000,0,15000,68986,MT,0,,,,,0,5000,0,7112006,800,0
2006,S6MT00147,"MORRISON, JOHN",,1,DEM,1668767,47000,1668766,0,0,0,7344,0,0,0,0,0,1512973,MT,0,,,,,0,89350,0,12312006,116850,12500
2006,S6MT00170,"RICHARDS, PAUL T",,1,DEM,19280,0,17162,0,0,297,0,50,3652,50,1313,5841,15578,MT,0,,,,,0,0,0,12312006,0,0
2006,S6MT00162,"TESTER, JON",,1,DEM,5601705,159530,5589653,0,0,12052,0,0,0,0,0,13653,4830486,MT,0,,W,,W,49,565531,40195,12312006,19613,10916
2006,S6ND00058,"CONRAD, KENT",I,1,DEM,4664878,108854,3532732,451836,883705,2015853,0,0,0,0,0,0,2328472,ND,0,,W,,W,68,2033240,500,12312006,12700,24500
2006,S6ND00074,"GROTBERG, DWIGHT",,2,REP,259080,0,259081,0,0,0,54735,71345,0,71345,0,0,130124,ND,0,,W,,L,29,125,2750,12312006,0,0
2006,S6NE00111,"KRAMER, DAVID JOSEPH",,2,REP,579956,0,580056,0,0,94,0,10000,0,10000,0,0,545737,NE,0,,,,,0,20050,0,7312006,0,1000
2006,S6NE00095,"NELSON, E BENJAMIN",I,1,DEM,6066750,0,6992058,0,1058789,300500,0,0,0,0,0,0,3400464,NE,0,,W,,W,63,2527378,37965,12312006,18100,14500
2006,S6NE00129,"RICKETTS, PETE",,2,REP,13424896,0,13417690,0,0,7204,15597,12010000,0,0,0,7575000,1192585,NE,0,,W,,L,36,197700,2100,12312006,9750,0
2006,S6NE00079,"STENBERG, DON",C,2,REP,569819,0,560165,0,4625,14369,2421,88500,0,0,0,286313,452315,NE,0,,,,,0,19000,0,12312006,2025,0
2006,S6NJ00321,"FLYNN, LEN",,3,LIB,5172,0,5827,0,0,327,0,0,0,0,0,0,3072,NJ,0,,,,,0,0,2100,12312006,0,0
2006,S6NJ00305,"GINTY, JOHN P",,2,REP,29767,0,28122,0,0,1644,7500,0,0,0,0,3945,17767,NJ,0,,,,,0,4500,0,6302006,0,0
2006,S6NJ00271,"KEAN, THOMAS H JR",,2,REP,7879053,532688,7762373,43928,0,116879,5600,400000,0,200000,0,200000,5571222,NJ,0,,W,,L,45,1250576,39700,12312006,46965,12700
2006,S6NJ00289,"MENENDEZ, ROBERT",,1,DEM,11950586,390576,13328665,0,1686741,308660,0,0,0,0,0,148468,9394154,NJ,0,,W,,W,54,2151084,0,12312006,102341,40200
2006,S6NJ00263,"PALLONE, FRANK JR",,1,DEM,1005286,4000,1005287,780281,0,0,0,0,0,0,0,0,941291,NJ,0,,,,,0,41253,1000,9302006,3200,0
2006,S2NM00021,"BINGAMAN, JEFF",I,1,DEM,3310009,28710,2628276,0,384472,1066204,0,0,0,0,0,0,1572514,NM,0,,W,,W,70,1609084,1985,12312006,7200,3200
2006,S8NM00127,"CARRARO, JOSEPH J",,2,REP,98870,56000,98455,0,0,0,0,0,0,0,0,0,40370,NM,0,,,,,0,2500,0,10152006,0,0
2006,S6NM01111,"MCCULLOCH, ALLEN WILSON",,2,REP,559138,0,555511,0,0,2624,30228,0,0,0,0,0,518451,NM,0,,W,,L,29,10230,100,11272006,2000,0
2006,S6NM01103,"PFEFFER, JOHN DAVID ABELES",,2,REP,85658,0,85658,0,0,0,0,10028,0,10028,0,0,75481,NM,0,,,,,0,0,0,12312006,0,0
2006,S6NV00150,"CARTER, JOHN WILLIAM",,1,DEM,2266273,0,2264708,0,0,1565,0,176638,175000,20638,175000,156000,1655983,NV,0,,W,,L,40,186856,1734,12312006,11381,0
2006,S8NV00073,"ENSIGN, JOHN ERIC",I,2,REP,5305606,149647,4456881,4103,453310,1302036,0,0,0,0,0,82074,3043358,NV,0,,W,,W,55,1851877,1219,12312006,59592,26358
2006,S6NY00235,"BRENNER, WILLIAM A",,2,REP,34607,0,33562,0,0,1044,21028,13519,0,13169,0,0,60,NY,0,,,,,0,0,0,6302006,0,0
2006,S0NY00188,"CLINTON, HILLARY RODHAM",I,1,DEM,39833526,58467,34358255,0,5545815,11021087,0,0,0,0,0,93363,37136715,NY,0,,W,,W,68,1543092,8925,12312006,755997,23550
2006,S6NY00227,"COX, EDWARD F",,2,REP,1608069,0,1604150,0,0,3919,0,1272000,0,0,0,1272000,329684,NY,0,,,,,0,1250,0,12312006,38800,0
2006,S6NY00276,"GREENFIELD, STEVEN",,1,DEM,2003,0,0,0,0,2003,0,0,278,0,0,278,1725,NY,0,,,,,0,0,0,12312005,0,0
2006,S6NY00292,"GREENSTEIN, MARK STEWART",,1,DEM,640,0,0,0,0,0,531,0,0,0,0,0,109,NY,0,,,,,0,0,0,6302006,0,0
2006,S6NY00342,"HAWKINS, HOWIE",,3,GRN,48044,14348,45871,0,0,2171,2100,0,0,0,0,11783,45602,NY,0,,,,,0,201,120,12312006,0,0
2006,S6NY00300,"MCFARLAND, KATHLEEN TROIA",,2,REP,1469793,427058,1445738,154200,0,24054,0,575000,0,0,0,255000,457135,NY,0,,,,,0,176,0,12312006,36200,0
2006,S6NY00250,"PIRRO, JEANINE F",,2,REP,1804683,0,1797823,0,0,6857,0,265000,0,0,0,854194,1523892,NY,0,,,,,0,818,3250,12312006,155834,0
2006,S6NY00334,"RUSSELL, JEFFREY",,3,LIB,9809,0,9807,0,0,0,2400,0,0,0,0,0,7409,NY,0,,,,,0,0,0,12312006,0,0
2006,S6NY00243,"SPENCER, JOHN D",,2,REP,5849610,0,5660688,0,0,188919,0,0,0,0,0,419058,5816762,NY,0,,W,,L,31,27696,2900,12312006,44801,0
2006,S6NY00268,"TASINI, JONATHAN",,1,DEM,246806,0,247835,0,0,7118,0,30000,0,0,0,43244,216211,NY,0,,,,,0,250,0,12312006,0,0
2006,S6OH00163,"BROWN, SHERROD",,1,DEM,8937004,273580,10752665,0,2102835,287174,0,0,0,0,0,366136,7028384,OH,0,,W,,W,55,1471968,38844,12312006,34922,34689
2006,S2OH00113,"DEWINE, RICHARD MICHAEL",I,2,REP,12094898,698459,14161402,0,2134637,68133,0,0,0,0,0,0,8169121,OH,0,,W,,L,44,2906920,6975,12312006,85100,25587
2006,S6OH00155,"HACKETT, PAUL III",,1,DEM,982039,0,971497,0,0,10540,0,38852,0,0,1734,105313,893822,OH,0,,,,,0,26000,21550,12312006,0,0
2006,S6OH00197,"KEISER, MERRILL SAMUEL JR",,1,DEM,0,0,10605,0,0,106,8885,0,0,0,0,0,1825,OH,0,,,,,0,0,0,5132006,0,0
2006,S6OH00171,"PIERCE, WILLIAM GARDNER",,2,REP,9335,0,9334,0,0,0,0,0,0,0,0,19811,9335,OH,0,,,,,0,0,0,6302006,0,0
2006,S6OH00189,"SMITH, DAVID RANDALL II",,2,REP,13058,0,13057,0,0,0,843,0,0,0,0,0,12214,OH,0,,,,,0,0,0,5122006,0,0
2006,S6PA00217,"CASEY, ROBERT P JR",,1,DEM,17941395,400456,17605419,12000,0,335974,0,0,0,0,0,0,16122113,PA,0,,W,,W,58,1330861,0,12312006,89069,15040
2006,S4PA00204,"PENNACCHIO, CHARLES FRANCIS",,1,DEM,118824,0,125053,0,198,109,0,0,8000,0,6600,2400,108823,PA,0,,,,,0,2000,0,12312006,814,0
2006,S6PA00233,"ROMANELLI, CARL J",,3,GRN,15744,0,15712,0,0,19,30,0,0,0,0,0,2514,PA,0,,,,,0,0,13200,11272006,0,0
2006,S6PA00225,"SANDALS, ALAN M",,1,DEM,957674,0,960136,0,0,40,475028,400000,0,0,0,0,79893,PA,0,,,,,0,2332,0,12312006,0,0
2006,S4PA00063,"SANTORUM, RICHARD J",I,2,REP,24796718,926999,25832567,6250,1360093,324245,0,0,0,0,245062,242449,19246928,PA,0,,W,,L,41,4007539,130835,12312006,335780,56056
2006,S6RI00213,"BROWN, MATTHEW A",,1,DEM,2008180,6417,1983096,0,0,25083,0,211250,0,0,0,417245,1716529,RI,0,,,,,0,18850,25000,12312006,307500,0
2006,S8RI00102,"CHAFEE, LINCOLN D",I,2,REP,4782343,174604,5381488,0,668328,61542,6659,1128734,0,0,0,1128734,2034462,RI,0,,W,,L,46,1349397,32907,12312006,21830,4781
2006,S6RI00239,"LAFFEY, STEPHEN PATRICK",,2,REP,2200058,0,2194713,40800,0,5343,30200,360000,0,360000,0,0,1745243,RI,0,,,,,0,56636,0,12312006,215220,0
2006,S6RI00247,"SHEELER, CARL L",,1,DEM,494106,0,497686,0,0,0,0,277004,0,283700,0,0,212102,RI,0,,,,,0,5000,0,12312006,0,0
2006,S6RI00221,"WHITEHOUSE, SHELDON II",,1,DEM,6587257,144947,6428954,0,0,158304,0,360000,0,0,0,250000,5243697,RI,0,,W,,W,53,753535,42295,12312006,8825,2180
2006,S4SC00141,"BELK, MARCUS TYRONE",C,1,DEM,0,0,0,0,0,0,0,0,0,0,0,0,0,SC,0,,,,,0,0,0,12312005,0,0
2006,S4SC00117,"MCBRIDE, MARK STRUTHERS",C,2,REP,0,0,0,0,2,0,0,0,0,0,0,24690,0,SC,0,,,,,0,0,0,3312006,0,0
2006,S2TN00041,"BRYANT, EDWARD G",O,2,REP,2679529,47676,2676384,0,0,3145,0,1000,0,1000,0,8268,2448076,TN,0,,,,,0,164335,2500,12312006,151672,9600
2006,S6TN00216,"CORKER, ROBERT P JR",O,2,REP,16831072,458952,18565935,0,1971383,236519,200,4165000,0,0,0,5911767,10452658,TN,0,,W,,W,50,1600958,42100,12312006,28007,11300
2006,S2TN00082,"DAVIS, GARY GENE",O,1,DEM,25,0,25,0,0,0,25,0,0,0,0,0,0,TN,0,,,,,0,0,0,10152006,0,0
2006,S6TN00240,"FORD, HAROLD E JR",O,1,DEM,14306467,335234,15302455,2500,1072038,76050,687,50000,0,0,0,133011,12321864,TN,0,,W,,L,47,1503653,49252,12312006,35334,5000
2006,S6TN00232,"HILLEARY, WILLIAM V",O,2,REP,2585033,0,2563897,0,0,10922,0,0,0,0,0,0,2451705,TN,0,,,,,0,86925,4500,12312006,341035,24500
2006,S6TN00224,"KURITA, ROSALIND",O,1,DEM,611249,0,449430,0,0,161816,0,50000,0,50000,0,0,534053,TN,0,,,,,0,22700,0,12312006,41695,0
2006,S6TN00257,"MODER, JEFFREY DAVID",O,2,REP,5545,0,5543,0,0,0,0,0,0,0,0,0,5445,TN,0,,,,,0,100,0,5312006,0,0
2006,S0TN00060,"TAYLOR-SHELBY, MARY",O,3,IND,16190,5156,16787,1100,0,10,2950,0,0,0,0,0,2400,TN,0,,,,,0,5437,0,12312006,0,5437
2006,S6TX00206,"HUNTER, DARREL REECE",,1,DEM,6633,0,6616,0,0,0,6235,0,0,0,0,0,0,TX,0,,,,,0,0,0,6302006,0,0
2006,S4TX00086,"HUTCHISON, KAY BAILEY",I,2,REP,6378589,51800,5734146,115000,6673299,7317742,0,0,0,0,0,0,4764639,TX,0,,W,,W,61,1023385,150,12312006,184818,12500
2006,S6TX00180,"RADNOFSKY, BARBARA ANN",,1,DEM,1490632,0,1425867,0,0,64765,0,0,0,0,0,0,1425226,TX,0,,W,,L,36,49890,0,12312006,6096,0
2006,S6UT00139,"ASHDOWN, PETER LYNN",,1,DEM,256050,0,255729,0,0,320,15609,38015,0,40,0,103975,187533,UT,0,,W,,L,30,9500,5000,12312006,0,0
2006,S6UT00188,"BRADLEY, SCOTT N",,3,CON,24733,0,24526,0,0,206,0,1427,0,0,0,1427,23299,UT,0,,,,L,3,0,0,12312006,100,0
2006,S6UT00063,"HATCH, ORRIN G",I,2,REP,4880281,137057,3340902,5000,805724,2345102,0,0,0,0,0,0,2785889,UT,0,,W,,W,62,1765142,0,12312006,62150,41250
2006,S6UT00212,"PRICE, ROGER IRA",,3,,6172,0,1375,0,0,0,3912,0,0,0,0,0,2060,UT,0,,,,L,1,200,0,11072006,632,0
2006,S8VA00214,"ALLEN, GEORGE",I,2,REP,14994264,1157699,16071564,2500,1101882,27280,0,0,0,0,0,85913,10660532,VA,0,,W,,L,49,2843031,38300,12312006,158192,24901
2006,S6VA00119,"MILLER, HARRIS N",,1,DEM,1742156,0,1742154,0,0,0,705035,348000,339020,9479,0,0,661480,VA,0,,,,,0,11975,0,12312006,44900,0
2006,S6VA00135,"PARKER, GLENDA GAIL",,3,IND,26482,0,26122,0,0,0,17137,22170,3439,3627,0,21871,3637,VA,0,,,,,0,0,0,12312006,0,0
2006,S6VA00127,"WEBB, JAMES H",,1,DEM,8629224,295011,8561970,0,0,67253,0,100000,0,100000,0,16299,7675639,VA,0,,W,,W,50,470957,50450,12312006,57651,0
2006,S6VT00129,"DUBIE, BRIAN",O,2,REP,32396,0,32396,0,0,0,0,0,0,0,0,0,32396,VT,0,,,,,0,0,0,12312005,19152,0
2006,S6VT00111,"PARKE, GREGORY TARL",O,2,REP,1698744,0,1646216,0,3305,61569,0,0,0,26356,0,0,1646040,VT,0,,,,,0,250,0,12312006,3975,0
2006,S4VT00033,"SANDERS, BERNARD",O,3,IND,6179359,629080,6004222,0,0,177466,0,0,0,0,0,0,4848565,VT,0,,W,,W,65,551038,37300,12312006,6465,7382
2006,S6VT00103,"TARRANT, RICHARD E",O,2,REP,7315854,0,7300392,0,0,15459,6950000,250000,0,0,0,260349,108312,VT,0,,W,,L,32,0,0,12312006,0,0
2006,S6WA00289,"ADAIR, ROBIN",,3,IND,16199,0,16079,0,0,120,0,15824,0,0,0,15824,375,WA,0,,,,L,0,0,0,11272006,0,0
2006,S8WA00194,"CANTWELL, MARIA",I,1,DEM,13725773,459604,14013932,3500,434702,146544,0,0,0,132404,0,2350098,12915252,WA,0,,W,,W,56,55514,38840,12312006,100992,2400
2006,S4WA00466,"CHOVIL, WILLIAM EDWARD",,2,REP,0,0,0,0,0,0,0,0,0,0,0,0,0,WA,0,,,,,0,0,0,1312007,0,0
2006,S6WA00255,"DIXON, AARON L",,3,GRE,87749,0,87118,0,0,631,0,0,0,0,0,0,77188,WA,0,,,,L,0,0,10201,12312006,4550,0
2006,S6WA00271,"GUTHRIE, BRUCE MACCLEMENT",,3,LIB,1255235,0,1243606,0,0,2751,12634,1180700,0,1174700,0,6000,61697,WA,0,,,,L,1,0,0,12312006,0,0
2006,S6WA00305,"MASSOUDI, B BARRY",,2,REP,10000,0,6620,0,0,3379,10000,0,0,0,0,0,0,WA,0,,,,,0,0,0,9292006,0,0
2006,S6WA00248,"MCGAVICK, MICHAEL SEAN",,2,REP,10853230,325894,10842132,0,0,11122,10000,2500000,0,0,0,280225,6986161,WA,0,,W,,L,40,978417,17743,12312006,26925,0
2006,S6WA00263,"TRAN, HONG THI",,1,DEM,40588,0,38562,0,0,2025,2230,0,0,0,0,2074,38358,WA,0,,,,,0,0,0,10152006,0,0
2006,S4WA00508,"WILSON, MARK",,1,DEM,31758,0,31842,0,83,266,0,2117,0,172,0,1946,27052,WA,0,,,,,0,2588,0,7312006,0,0
2006,S6WI00061,"KOHL, HERB",I,1,DEM,6438431,0,6347126,0,1493,92799,0,6250000,0,1000000,0,4577,11342,WI,0,,W,,W,67,450,120,12312006,50,0
2006,S4WI00140,"LORGE, ROBERT GERALD",,2,REP,175772,0,176987,0,1214,0,0,61633,0,74636,0,0,22190,WI,0,,W,,L,29,0,1100,12312006,20206,0
2006,S6WI00129,"VOGELER, RAE SHARLENE",,3,GRN,49733,0,48669,0,0,1067,0,0,0,0,0,8289,46565,WI,0,,,,L,1,227,2941,12312006,900,0
2006,S6WV00014,"BYRD, ROBERT C",I,1,DEM,5114217,0,4944546,0,88970,258642,0,0,0,0,0,0,3903556,WV,0,,W,,W,65,1158555,37300,12312006,9520,15000
2006,S6WV00071,"JOHNSON, GEORGE DARWIN",,2,REP,40355,0,40355,0,0,0,0,7405,0,7404,0,0,32828,WV,0,,,,,0,0,0,9302006,0,0
2006,S6WV00063,"LAWHORN, ZANE RENE",,2,REP,58344,0,58343,0,0,0,54941,0,0,0,0,0,3402,WV,0,,,,,0,0,0,11272006,0,0
2006,S2WV00054,"LEWIS, HIRAM CARSON IV",,2,REP,1226573,0,1217476,0,0,9096,0,21000,0,5200,0,15800,1202770,WV,0,,,,,0,2803,0,12312006,0,0
2006,S4WV00084,"RAESE, JOHN REEVES",,2,REP,3163848,0,3147967,0,0,15881,0,2295000,0,9300,0,2715069,720049,WV,0,,W,,L,34,128184,0,12312006,1970,0
2006,S6WV00089,"SNUFFER, RICHARD RAY",,2,REP,7090,0,5173,0,0,1916,0,5000,0,0,0,5000,2090,WV,0,,,,,0,0,0,4192006,0,0
2006,S6WY00183,"GROUTAGE, F DALE",,1,DEM,141899,0,141164,0,0,732,10,70491,0,2084,0,68406,66366,WY,0,,W,,L,29,5000,0,12042006,0,0
2006,S4WY00055,"THOMAS, CRAIG",I,2,REP,1739272,112250,1422676,150700,386343,617077,0,0,0,0,0,0,508062,WY,0,,W,,W,70,1000887,115,12312006,2500,6015
2008,H6AK00144,"BENSON, DIANE E MS",,1,DEM,248485,0,252907,0,6464,2040,773,0,0,0,0,-71,243795,AK,0,,,,,0,0,0,12312008,450,0
2008,H8AK00108,"BERKOWITZ, ETHAN A",,1,DEM,1646057,0,1634981,0,0,11078,2328,0,0,0,0,7742,1393310,AK,0,,,,,0,249550,242,12312008,3550,0
2008,H8AK00116,"LEDOUX, GABRIELLE R",,2,REP,540512,0,540031,0,0,479,7525,366000,0,0,0,366000,164187,AK,0,,,,,0,2500,0,12312008,0,0
2008,H8AK00090,"METCALFE, JAMES K JAKE",,1,DEM,151467,0,151467,1200,0,0,125,0,0,0,0,0,140372,AK,0,,,,,0,5000,0,12312008,2350,0
2008,H8AK00124,"PARNELL, SEAN",,2,REP,604253,0,571970,0,0,32282,0,0,0,0,0,364,587138,AK,0,,,,,0,0,0,12312008,13700,0
2008,H6AK00045,"YOUNG, DONALD E",I,2,REP,1412026,4448,3213532,50000,1858542,57037,0,0,0,0,0,0,757444,AK,0,,,,,0,389646,6098,12312008,13425,0
2008,H6AL04098,"ADERHOLT, ROBERT B.",I,2,REP,666973,0,688864,0,262067,240172,0,0,100000,0,100000,0,281811,AL,4,,,,,0,269299,0,12312008,0,10000
2008,H2AL06035,"BACHUS, SPENCER T.",I,2,REP,1460646,0,1414799,0,612554,658401,0,0,0,0,0,0,521439,AL,6,,,,,0,895867,0,12312008,0,0
2008,H8AL05141,"BARRY, GEORGE C",,2,REP,20423,0,20423,0,0,0,846,0,0,0,0,0,19577,AL,5,,,,,0,0,0,6302008,0,0
2008,H8AL05133,"BASWELL GUTHRIE, CHERYL ANN",,2,REP,774015,0,773968,0,0,45,504236,206400,0,5000,0,217350,63205,AL,5,,,,,0,0,0,12312008,0,0
2008,H2AL01077,"BONNER, JO",I,2,REP,842270,0,736705,0,362895,468459,0,0,0,0,0,0,431586,AL,1,,,,,0,397323,0,12312008,0,250
2008,H8AL02130,"BRIGHT, BOBBY NEAL MR. SR.",,1,DEM,1236100,0,1193166,0,0,42933,0,100,17420,0,3946,47346,679054,AL,2,,,,,0,537766,1000,12312008,550,4000
2008,H0AL05049,"CRAMER, ROBERT E ""BUD"" JR",I,1,DEM,639711,0,905158,0,1628862,1363416,0,0,0,0,0,0,202750,AL,5,,,,,0,257557,1000,12312008,9000,28057
2008,H8AL02155,"CRAWLEY, CENDIE",,1,DEM,9574,0,9574,0,0,0,7368,0,0,0,0,0,2206,AL,2,,,,,0,0,0,6302008,0,0
2008,H0AL07060,"DAVIS, ARTUR  G",I,1,DEM,1692708,0,820467,50000,258601,1130840,0,0,0,0,0,4459,582001,AL,7,,,,,0,1109289,5,12312008,2064,2388
2008,H2AL02067,"EVERETT, TERRY",I,2,REP,268320,0,189035,0,649727,729011,0,0,0,0,0,0,137256,AL,2,,,,,0,128850,0,12312008,0,0
2008,H8AL05109,"GRIFFITH, PARKER DR.",,1,DEM,1843945,0,1786989,0,0,56955,180000,250000,0,0,0,327347,718870,AL,5,,,,,0,691450,200,12312008,1000,0
